Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Class	Seq_count	pattern	clades
tr|A0A4R6VSN0|A0A4R6VSN0_9HYPH_DNA-binding_CsgD_family_transcriptional_regulator_OS=Maritalea_mobilis_OX=483324_GN=ATL17_1066_PE=4_SV=1	unreviewed	A0A4R6VSN0_9HYPH	DNA-binding CsgD family transcriptional regulator	ATL17_1066	Maritalea mobilis	266	Maritalea (genus), Devosiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A4R6VSN0	clade_5
tr|A0A4R7PAN5|A0A4R7PAN5_9GAMM_Regulatory_LuxR_family_protein_OS=Panacagrimonas_perspica_OX=381431_GN=DFR24_0041_PE=4_SV=1	unreviewed	A0A4R7PAN5_9GAMM	Regulatory LuxR family protein	DFR24_0041	Panacagrimonas perspica	242	Panacagrimonas (genus), Sinobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A4R7PAN5	clade_2
tr|A0A4S4A1Y2|A0A4S4A1Y2_9HYPH_LuxR_family_transcriptional_regulator_OS=Allorhizobium_terrae_OX=1848972_GN=E6C51_06110_PE=4_SV=1	unreviewed	A0A4S4A1Y2_9HYPH	LuxR family transcriptional regulator	E6C51_06110	Allorhizobium terrae	270	Allorhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	113	tr|A0A4S4A1Y2	clade_4
tr|A0A4S4AUJ5|A0A4S4AUJ5_9RHOO_LuxR_family_transcriptional_regulator_OS=Pseudothauera_nasutitermitis_OX=2565930_GN=E6C76_13625_PE=4_SV=1	unreviewed	A0A4S4AUJ5_9RHOO	LuxR family transcriptional regulator	E6C76_13625	Pseudothauera nasutitermitis	240	Pseudothauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A4S4AUJ5	clade_2
tr|A0A4S4NFU4|A0A4S4NFU4_9RHOB_LuxR_family_transcriptional_regulator_OS=Aliishimia_ponticola_OX=2499833_GN=E4Z66_02620_PE=4_SV=1	unreviewed	A0A4S4NFU4_9RHOB	LuxR family transcriptional regulator	E4Z66_02620	Aliishimia ponticola	256	Aliishimia (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A4S4NFU4	clade_2
tr|A0A4U0GME9|A0A4U0GME9_9GAMM_LuxR_family_transcriptional_regulator_OS=Sinimarinibacterium_sp._CAU_1509_OX=2562283_GN=E4T66_13915_PE=4_SV=1	unreviewed	A0A4U0GME9_9GAMM	LuxR family transcriptional regulator	E4T66_13915	Sinimarinibacterium sp. CAU 1509	254	unclassified Sinimarinibacterium (no rank), Sinimarinibacterium (genus), Sinobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A4U0GME9	clade_6
tr|A0A4U0YZ31|A0A4U0YZ31_9RHOB_HTH_luxR-type_domain-containing_protein_OS=Cereibacter_changlensis_OX=402884_GN=FAZ78_02350_PE=4_SV=1	unreviewed	A0A4U0YZ31_9RHOB	HTH luxR-type domain-containing protein	FAZ78_02350	Cereibacter changlensis	245	Cereibacter (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A4U0YZ31	clade_3
tr|A0A4V1BQV6|A0A4V1BQV6_9RHOB_LuxR_family_transcriptional_regulator_OS=Boseongicola_sp._CCM32_OX=2552942_GN=E2K80_06935_PE=4_SV=1	unreviewed	A0A4V1BQV6_9RHOB	LuxR family transcriptional regulator	E2K80_06935	Boseongicola sp. CCM32	244	unclassified Boseongicola (no rank), Boseongicola (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A4V1BQV6	clade_4
tr|A0A4V3H784|A0A4V3H784_9BURK_LuxR_family_transcriptional_regulator/LuxR_family_quorum-sensing_system_transcriptional_regulator_SolR_OS=Paraburkholderia_sp._BL6665CI2N2_OX=1938806_GN=B0G81_7790_PE=4_SV=1	unreviewed	A0A4V3H784_9BURK	LuxR family transcriptional regulator/LuxR family quorum-sensing system transcriptional regulator SolR	B0G81_7790	Paraburkholderia sp. BL6665CI2N2	236	unclassified Paraburkholderia (no rank), Paraburkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A4V3H784	clade_6
tr|A0A4V3M3G7|A0A4V3M3G7_9BACT_HTH_luxR-type_domain-containing_protein_OS=bacterium_M00.F.Ca.ET.191.01.1.1_OX=2563911_GN=EN834_32510_PE=4_SV=1	unreviewed	A0A4V3M3G7_9BACT	HTH luxR-type domain-containing protein	EN834_32510	bacterium M00.F.Ca.ET.191.01.1.1	257	unclassified Bacteria (no rank), Bacteria (superkingdom), cellular organisms (no rank)		19	tr|A0A4V3M3G7	clade_6
tr|A0A4V3UR93|A0A4V3UR93_9GAMM_LuxR_family_quorum-sensing_transcriptional_regulator_LasR_OS=Panacagrimonas_perspica_OX=381431_GN=DFR24_0272_PE=4_SV=1	unreviewed	A0A4V3UR93_9GAMM	LuxR family quorum-sensing transcriptional regulator LasR	DFR24_0272	Panacagrimonas perspica	270	Panacagrimonas (genus), Sinobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	22	tr|A0A4V3UR93	clade_6
tr|A0A4V6RF40|A0A4V6RF40_9PROT_LuxR_family_transcriptional_regulator_OS=Marinicauda_algicola_OX=2029849_GN=E5163_09815_PE=4_SV=1	unreviewed	A0A4V6RF40_9PROT	LuxR family transcriptional regulator	E5163_09815	Marinicauda algicola	255	Marinicauda (genus), Maricaulaceae (family), Maricaulales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A4V6RF40	clade_5
tr|A0A4Y6RVV4|A0A4Y6RVV4_9HYPH_LuxR_family_transcriptional_regulator_OS=Labrenzia_sp._PHM005_OX=2590016_GN=FJ695_11160_PE=4_SV=1	unreviewed	A0A4Y6RVV4_9HYPH	LuxR family transcriptional regulator	FJ695_11160	Labrenzia sp. PHM005	246	unclassified Labrenzia (no rank), Labrenzia (genus), Stappiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A4Y6RVV4	clade_1
'tr|A0A4Y8P6I6|A0A4Y8P6I6 9RHOB Histidine kinase (Fragment) OS=Paracoccus sp. DMF OX=400837 GN=E3D03 05190 PE=4 SV=1'	unreviewed	A0A4Y8P6I6_9RHOB	Histidine kinase	E3D03_05190	Paracoccus sp. DMF	243	unclassified Paracoccus (in: a-proteobacteria) (no rank), Paracoccus (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A4Y8P6I6	
tr|A0A4Y8RFQ8|A0A4Y8RFQ8_9HYPH_LuxR_family_transcriptional_regulator_OS=Jiella_endophytica_OX=2558362_GN=E3C22_18295_PE=4_SV=1	unreviewed	A0A4Y8RFQ8_9HYPH	LuxR family transcriptional regulator	E3C22_18295	Jiella endophytica	237	Jiella (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A4Y8RFQ8	clade_5
tr|A0A4Y8SR75|A0A4Y8SR75_9PSED_HTH_luxR-type_domain-containing_protein_OS=Pseudomonas_sp._RIT623_OX=2559075_GN=E3U47_11670_PE=4_SV=1	unreviewed	A0A4Y8SR75_9PSED	HTH luxR-type domain-containing protein	E3U47_11670	Pseudomonas sp. RIT623	261	unclassified Pseudomonas (no rank), Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A4Y8SR75	clade_2
tr|A0A4Y9KXU9|A0A4Y9KXU9_9BRAD_LuxR_family_transcriptional_regulator_OS=Bradyrhizobium_frederickii_OX=2560054_GN=E4K66_24670_PE=4_SV=1	unreviewed	A0A4Y9KXU9_9BRAD	LuxR family transcriptional regulator	E4K66_24670	Bradyrhizobium frederickii	246	Bradyrhizobium (genus), Nitrobacteraceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	22	tr|A0A4Y9KXU9	clade_5
tr|A0A4Z1CAS0|A0A4Z1CAS0_9RHOB_LuxR_family_transcriptional_regulator_OS=Paracoccus_liaowanqingii_OX=2560053_GN=E4191_21070_PE=4_SV=1	unreviewed	A0A4Z1CAS0_9RHOB	LuxR family transcriptional regulator	E4191_21070 E4L95_21630	Paracoccus liaowanqingii	269	Paracoccus (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	5	tr|A0A4Z1CAS0	clade_2
tr|A0A501PPA9|A0A501PPA9_9PROT_LuxR_family_transcriptional_regulator_OS=Emcibacter_nanhaiensis_OX=1505037_GN=FIV46_06955_PE=4_SV=1	unreviewed	A0A501PPA9_9PROT	LuxR family transcriptional regulator	FIV46_06955	Emcibacter nanhaiensis	270	Emcibacter (genus), Emcibacteraceae (family), Emcibacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A501PPA9	clade_5
tr|A0A503XUL4|A0A503XUL4_9HYPH_LuxR_family_transcriptional_regulator_OS=Mesorhizobium_sp._B2-3-2_OX=2589961_GN=FJ964_18855_PE=4_SV=1	unreviewed	A0A503XUL4_9HYPH	LuxR family transcriptional regulator	FJ964_18855	Mesorhizobium sp. B2-3-2	249	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	14	tr|A0A503XUL4	clade_5
tr|A0A504TXB1|A0A504TXB1_9HYPH_Autoinducer-binding_protein_OS=Rhizobium_glycinendophyticum_OX=2589807_GN=FJQ55_20050_PE=4_SV=1	unreviewed	A0A504TXB1_9HYPH	Autoinducer-binding protein	FJQ55_20050	Rhizobium glycinendophyticum	267	Rhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	84	tr|A0A504TXB1	clade_4
tr|A0A506U1Q5|A0A506U1Q5_9HYPH_LuxR_family_transcriptional_regulator_OS=Martelella_alba_OX=2590451_GN=FJU08_20495_PE=4_SV=1	unreviewed	A0A506U1Q5_9HYPH	LuxR family transcriptional regulator	FJU08_20495	Martelella alba	247	Martelella (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A506U1Q5	clade_2
tr|A0A506U1Z5|A0A506U1Z5_9HYPH_LuxR_family_transcriptional_regulator_OS=Pararhizobium_mangrovi_OX=2590452_GN=FJU11_12680_PE=4_SV=1	unreviewed	A0A506U1Z5_9HYPH	LuxR family transcriptional regulator	FJU11_12680	Pararhizobium mangrovi	246	Pararhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A506U1Z5	clade_1
tr|A0A508WWW8|A0A508WWW8_9HYPH_Regulatory_protein_LuxR_OS=Sinorhizobium_medicae_OX=110321_GN=EMEDMD4_310054_PE=4_SV=1	unreviewed	A0A508WWW8_9HYPH	Regulatory protein LuxR	EMEDMD4_310054	Sinorhizobium medicae	265	Sinorhizobium (genus), Sinorhizobium/Ensifer group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	66	tr|A0A508WWW8	clade_1
tr|A0A512ARE6|A0A512ARE6_9SPHN_LuxR_family_transcriptional_regulator_OS=Novosphingobium_sediminis_OX=707214_GN=NSE01_39590_PE=4_SV=1	unreviewed	A0A512ARE6_9SPHN	LuxR family transcriptional regulator	NSE01_39590	Novosphingobium sediminis	256	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A512ARE6	clade_1
tr|A0A512BM34|A0A512BM34_9HYPH_Transcriptional_activator_protein_BjaR1_OS=Microvirga_aerophila_OX=670291_GN=bjaR1_1_PE=4_SV=1	unreviewed	A0A512BM34_9HYPH	Transcriptional activator protein BjaR1	bjaR1_1 MAE02_06230	Microvirga aerophila	244	Microvirga (genus), Methylobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A512BM34	clade_5
tr|A0A512HCJ3|A0A512HCJ3_9HYPH_HTH_luxR-type_domain-containing_protein_OS=Ciceribacter_naphthalenivorans_OX=1118451_GN=RNA01_00940_PE=4_SV=1	unreviewed	A0A512HCJ3_9HYPH	HTH luxR-type domain-containing protein	RNA01_00940	Ciceribacter naphthalenivorans	245	Ciceribacter (genus), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	8	tr|A0A512HCJ3	clade_1
tr|A0A515ESX6|A0A515ESX6_9BURK_LuxR_family_transcriptional_regulator_OS=Rhodoferax_sediminis_OX=2509614_GN=EXZ61_17235_PE=4_SV=1	unreviewed	A0A515ESX6_9BURK	LuxR family transcriptional regulator	EXZ61_17235	Rhodoferax sediminis	232	Rhodoferax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A515ESX6	clade_6
tr|A0A516SCC9|A0A516SCC9_9BURK_HTH_luxR-type_domain-containing_protein_OS=Chitinimonas_arctica_OX=2594795_GN=FNU76_05255_PE=4_SV=1	unreviewed	A0A516SCC9_9BURK	HTH luxR-type domain-containing protein	FNU76_05255	Chitinimonas arctica	247	Chitinimonas (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A516SCC9	clade_6
tr|A0A518RJK5|A0A518RJK5_9SPHN_HTH_luxR-type_domain-containing_protein_OS=Sphingomonas_suaedae_OX=2599297_GN=FPZ54_17560_PE=4_SV=1	unreviewed	A0A518RJK5_9SPHN	HTH luxR-type domain-containing protein	FPZ54_17560	Sphingomonas suaedae	255	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A518RJK5	clade_2
tr|A0A519S041|A0A519S041_FLASP_HTH_luxR-type_domain-containing_protein_OS=Flavobacterium_sp_OX=239_GN=EOO43_19295_PE=4_SV=1	unreviewed	A0A519S041_FLASP	HTH luxR-type domain-containing protein	EOO43_19295	Flavobacterium sp	269	unclassified Flavobacterium (no rank), Flavobacterium (genus), Flavobacteriaceae (family), Flavobacteriales (order), Flavobacteriia (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Flavobacteriia	1	tr|A0A519S041	clade_5
tr|A0A521GUG7|A0A521GUG7_9PROT_HTH_luxR-type_domain-containing_protein_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=EYC62_05230_PE=4_SV=1	unreviewed	A0A521GUG7_9PROT	HTH luxR-type domain-containing protein	EYC62_05230	Alphaproteobacteria bacterium	246	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A521GUG7	clade_6
tr|A0A521W8F2|A0A521W8F2_9GAMM_LuxR_family_transcriptional_regulator_OS=Gammaproteobacteria_bacterium_OX=1913989_GN=EPO25_13020_PE=4_SV=1	unreviewed	A0A521W8F2_9GAMM	LuxR family transcriptional regulator	EPO25_13020	Gammaproteobacteria bacterium	263	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	2	tr|A0A521W8F2	clade_1
tr|A0A521W8G0|A0A521W8G0_9GAMM_LuxR_family_transcriptional_regulator_OS=Gammaproteobacteria_bacterium_OX=1913989_GN=EPO25_13015_PE=4_SV=1	unreviewed	A0A521W8G0_9GAMM	LuxR family transcriptional regulator	EPO25_13015	Gammaproteobacteria bacterium	233	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A521W8G0	clade_1
tr|A0A521W8G4|A0A521W8G4_9GAMM_LuxR_family_transcriptional_regulator_OS=Gammaproteobacteria_bacterium_OX=1913989_GN=EPO25_12995_PE=4_SV=1	unreviewed	A0A521W8G4_9GAMM	LuxR family transcriptional regulator	EPO25_12995	Gammaproteobacteria bacterium	259	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A521W8G4	clade_1
tr|A0A522GVL2|A0A522GVL2_9GAMM_LuxR_family_transcriptional_regulator_OS=Rhodanobacter_sp_OX=1883446_GN=EPN74_15045_PE=4_SV=1	unreviewed	A0A522GVL2_9GAMM	LuxR family transcriptional regulator	EPN74_15045	Rhodanobacter sp	259	unclassified Rhodanobacter (no rank), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	2	tr|A0A522GVL2	clade_2
tr|A0A522MQS6|A0A522MQS6_9BURK_LuxR_family_transcriptional_regulator_OS=Paraburkholderia_sp_OX=1926495_GN=EPN57_04555_PE=4_SV=1	unreviewed	A0A522MQS6_9BURK	LuxR family transcriptional regulator	EPN57_04555	Paraburkholderia sp	261	unclassified Paraburkholderia (no rank), Paraburkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	2	tr|A0A522MQS6	clade_6
tr|A0A522VPG7|A0A522VPG7_9PROT_LuxR_family_transcriptional_regulator_OS=Rhodospirillales_bacterium_OX=2026786_GN=EPN26_08125_PE=4_SV=1	unreviewed	A0A522VPG7_9PROT	LuxR family transcriptional regulator	EPN26_08125	Rhodospirillales bacterium	250	unclassified Rhodospirillales (no rank), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A522VPG7	clade_2
tr|A0A523FP53|A0A523FP53_9PROT_LuxR_family_transcriptional_regulator_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=E2O92_02210_PE=4_SV=1	unreviewed	A0A523FP53_9PROT	LuxR family transcriptional regulator	E2O92_02210	Alphaproteobacteria bacterium	249	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A523FP53	clade_5
tr|A0A527U241|A0A527U241_9HYPH_LuxR_family_transcriptional_regulator_OS=Mesorhizobium_sp_OX=1871066_GN=E5X73_12605_PE=4_SV=1	unreviewed	A0A527U241_9HYPH	LuxR family transcriptional regulator	E5X73_12605	Mesorhizobium sp	251	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A527U241	clade_4
tr|A0A532CK55|A0A532CK55_9BACT_LuxR_family_transcriptional_regulator_OS=Nitrospira_sp_OX=70125_GN=E8D48_03050_PE=4_SV=1	unreviewed	A0A532CK55_9BACT	LuxR family transcriptional regulator	E8D48_03050	Nitrospira sp	270	unclassified Nitrospira (no rank), Nitrospira (genus), Nitrospiraceae (family), Nitrospirales (order), Nitrospira (class), Nitrospirae (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrospira	20	tr|A0A532CK55	clade_6
tr|A0A536Y2L3|A0A536Y2L3_9PROT_HTH_luxR-type_domain-containing_protein_OS=Betaproteobacteria_bacterium_OX=1891241_GN=E6H59_08345_PE=4_SV=1	unreviewed	A0A536Y2L3_9PROT	HTH luxR-type domain-containing protein	E6H59_08345	Betaproteobacteria bacterium	250	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	6	tr|A0A536Y2L3	clade_6
tr|A0A537M1P9|A0A537M1P9_9PROT_HTH_luxR-type_domain-containing_protein_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=E6G94_11015_PE=4_SV=1	unreviewed	A0A537M1P9_9PROT	HTH luxR-type domain-containing protein	E6G94_11015	Alphaproteobacteria bacterium	261	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A537M1P9	clade_5
tr|A0A539D4A0|A0A539D4A0_9PROT_Autoinducer-binding_domain-containing_protein_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=FD124_3391_PE=4_SV=1	unreviewed	A0A539D4A0_9PROT	Autoinducer-binding domain-containing protein	FD124_3391	Alphaproteobacteria bacterium	246	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A539D4A0	clade_5
